DistrictName,GridLat,GridLon,TimeBucket,CaseCount,AvgGravity,DensityScore,IsHotspot
Kodagu,17.900000000000002,77.10000000000001,Morning,1,2.0,1.0,False
Mysore,11.850000000000001,77.9,Afternoon,1,3.0,1.0,False
Kodagu,17.85,76.95,Morning,1,2.0,1.0,False
Kodagu,17.8,76.10000000000001,Night,1,2.0,1.0,False
Kodagu,17.55,76.10000000000001,Evening,1,3.0,1.0,False
Kodagu,17.75,75.75,Morning,1,3.0,1.0,False
Kodagu,17.75,74.7,Morning,1,3.0,1.0,False
Kodagu,17.7,74.4,Evening,1,2.0,1.0,False
Kodagu,17.650000000000002,74.55,Afternoon,1,1.0,1.0,False
Kodagu,17.6,78.30000000000001,Morning,1,3.0,1.0,False
Kodagu,17.6,77.5,Evening,1,2.0,1.0,False
Kodagu,17.6,77.4,Evening,1,2.0,1.0,False
Kodagu,17.6,76.45,Morning,1,2.0,1.0,False
Kodagu,17.6,75.15,Evening,1,2.0,1.0,False
Kodagu,17.8,74.0,Night,1,3.0,1.0,False
Mysore,13.100000000000001,77.9,Morning,1,1.0,1.0,False
Mysore,13.100000000000001,77.55000000000001,Night,1,3.0,1.0,False
Mysore,13.100000000000001,75.25,Evening,1,3.0,1.0,False
Mysore,13.05,76.9,Morning,1,2.0,1.0,False
Mysore,13.0,75.10000000000001,Night,1,2.0,1.0,False
Mysore,13.0,74.55,Morning,1,2.0,1.0,False
Mysore,12.950000000000001,76.5,Evening,1,2.0,1.0,False
Mysore,12.9,78.35000000000001,Morning,1,1.0,1.0,False
Kodagu,17.25,76.65,Afternoon,1,2.0,1.0,False
Mysore,12.9,74.35000000000001,Night,1,3.0,1.0,False
Mysore,12.850000000000001,75.0,Morning,1,2.0,1.0,False
Mysore,12.8,77.5,Morning,1,2.0,1.0,False
Mysore,12.8,77.25,Morning,1,2.0,1.0,False
Mysore,12.8,75.4,Night,1,3.0,1.0,False
Mysore,12.75,77.2,Morning,1,2.0,1.0,False
Mysore,12.75,75.05,Night,1,2.0,1.0,False
Mysore,12.75,74.5,Morning,1,1.0,1.0,False
Mysore,12.700000000000001,74.55,Afternoon,1,3.0,1.0,False
Mysore,12.9,76.10000000000001,Afternoon,1,1.0,1.0,False
Mysore,13.65,75.5,Night,1,2.0,1.0,False
Mysore,13.65,75.2,Evening,1,2.0,1.0,False
Mysore,13.600000000000001,77.80000000000001,Night,1,3.0,1.0,False
Mysore,13.600000000000001,74.75,Evening,1,2.0,1.0,False
Mysore,13.55,78.10000000000001,Afternoon,1,2.0,1.0,False
Mysore,13.55,76.05,Morning,1,3.0,1.0,False
Mysore,13.55,74.8,Night,1,2.0,1.0,False
Mysore,13.5,78.4,Afternoon,1,2.0,1.0,False
Mysore,13.200000000000001,74.35000000000001,Evening,1,2.0,1.0,False
Mysore,13.350000000000001,78.0,Morning,1,2.0,1.0,False
Mysore,13.350000000000001,75.45,Evening,1,2.0,1.0,False
Mysore,13.350000000000001,74.75,Afternoon,1,2.0,1.0,False
Mysore,13.350000000000001,74.5,Night,1,3.0,1.0,False
Mysore,13.3,77.45,Afternoon,1,2.0,1.0,False
Mysore,13.3,77.35000000000001,Evening,1,2.0,1.0,False
Mysore,13.25,76.85000000000001,Evening,1,2.0,1.0,False
Mysore,13.25,74.4,Night,1,2.0,1.0,False
Mysore,13.200000000000001,74.7,Night,1,2.0,1.0,False
Mysore,13.450000000000001,74.4,Night,1,1.0,1.0,False
Mysore,12.25,77.75,Night,1,3.0,1.0,False
Mysore,12.25,77.15,Evening,1,2.0,1.0,False
Mysore,12.25,76.55,Evening,1,2.0,1.0,False
Mysore,12.25,74.65,Night,1,2.0,1.0,False
Mysore,12.200000000000001,78.25,Afternoon,1,3.0,1.0,False
Mysore,12.200000000000001,77.2,Evening,1,2.0,1.0,False
Mysore,12.05,77.65,Night,1,2.0,1.0,False
Mysore,12.05,77.65,Evening,1,2.0,1.0,False
Mysore,12.65,77.4,Afternoon,1,1.0,1.0,False
Mysore,12.05,74.85000000000001,Night,1,2.0,1.0,False
Mysore,12.05,74.45,Afternoon,1,2.0,1.0,False
Mysore,12.05,74.4,Afternoon,1,3.0,1.0,False
Mysore,12.0,77.0,Afternoon,1,2.0,1.0,False
Mysore,12.0,76.4,Morning,1,2.0,1.0,False
Mysore,12.0,75.95,Afternoon,1,3.0,1.0,False
Mysore,12.0,75.65,Night,1,3.0,1.0,False
Mysore,12.0,75.10000000000001,Evening,1,2.0,1.0,False
Mysore,12.0,74.35000000000001,Afternoon,1,3.0,1.0,False
Mysore,12.05,77.25,Evening,1,2.0,1.0,False
Mysore,12.65,75.7,Night,1,1.0,1.0,False
Mysore,12.600000000000001,78.4,Afternoon,1,3.0,1.0,False
Mysore,12.600000000000001,75.55,Morning,1,1.0,1.0,False
Mysore,12.55,74.2,Evening,1,2.0,1.0,False
Mysore,12.5,74.65,Night,1,3.0,1.0,False
Mysore,12.450000000000001,78.60000000000001,Evening,1,2.0,1.0,False
Mysore,12.450000000000001,77.85000000000001,Night,1,3.0,1.0,False
Mysore,12.450000000000001,75.9,Night,1,3.0,1.0,False
Mysore,12.450000000000001,75.45,Morning,1,1.0,1.0,False
Mysore,12.3,74.55,Night,1,3.0,1.0,False
Mysore,12.450000000000001,74.60000000000001,Afternoon,1,3.0,1.0,False
Mysore,12.4,77.95,Evening,1,3.0,1.0,False
Mysore,12.4,77.4,Night,1,2.0,1.0,False
Mysore,12.4,75.10000000000001,Evening,1,2.0,1.0,False
Mysore,12.4,74.65,Morning,1,1.0,1.0,False
Mysore,12.350000000000001,78.2,Evening,1,2.0,1.0,False
Mysore,12.350000000000001,76.35000000000001,Evening,1,3.0,1.0,False
Mysore,12.350000000000001,74.85000000000001,Night,1,2.0,1.0,False
Mysore,12.3,77.10000000000001,Evening,1,1.0,1.0,False
Mysore,12.450000000000001,75.10000000000001,Morning,1,2.0,1.0,False
Kodagu,15.05,77.05000000000001,Night,1,2.0,1.0,False
Kodagu,15.05,74.05,Morning,1,2.0,1.0,False
Kodagu,14.950000000000001,77.65,Afternoon,1,2.0,1.0,False
Kodagu,14.950000000000001,76.65,Morning,1,3.0,1.0,False
Kodagu,14.950000000000001,76.45,Morning,1,2.0,1.0,False
Kodagu,14.950000000000001,76.35000000000001,Evening,1,2.0,1.0,False
Kodagu,14.950000000000001,75.9,Morning,1,1.0,1.0,False
Kodagu,14.9,77.80000000000001,Afternoon,1,1.0,1.0,False
Kodagu,17.1,77.0,Afternoon,1,3.0,1.0,False
Kodagu,14.9,75.4,Afternoon,1,1.0,1.0,False
Kodagu,14.850000000000001,74.9,Night,1,3.0,1.0,False
Kodagu,14.8,77.05000000000001,Afternoon,1,1.0,1.0,False
Kodagu,14.8,75.4,Evening,1,2.0,1.0,False
Kodagu,14.8,75.3,Night,1,2.0,1.0,False
Kodagu,14.8,74.55,Afternoon,1,3.0,1.0,False
Kodagu,14.75,76.35000000000001,Morning,1,3.0,1.0,False
Kodagu,14.75,75.75,Morning,1,2.0,1.0,False
Kodagu,14.75,75.15,Morning,1,2.0,1.0,False
Kodagu,14.9,77.5,Evening,1,3.0,1.0,False
Kodagu,15.5,76.60000000000001,Afternoon,1,2.0,1.0,False
Kodagu,15.5,76.10000000000001,Night,1,3.0,1.0,False
Kodagu,15.5,75.5,Morning,1,3.0,1.0,False
Kodagu,15.5,74.35000000000001,Night,1,3.0,1.0,False
Kodagu,15.4,76.75,Evening,1,2.0,1.0,False
Kodagu,15.4,74.55,Afternoon,1,2.0,1.0,False
Kodagu,15.350000000000001,78.45,Night,1,2.0,1.0,False
Kodagu,15.3,78.15,Afternoon,1,2.0,1.0,False
Kodagu,15.100000000000001,75.8,Morning,1,3.0,1.0,False
Kodagu,15.3,76.85000000000001,Morning,1,2.0,1.0,False
Kodagu,15.25,77.9,Night,1,2.0,1.0,False
Kodagu,15.25,77.35000000000001,Morning,1,2.0,1.0,False
Kodagu,15.200000000000001,76.2,Morning,1,1.0,1.0,False
Kodagu,15.200000000000001,76.10000000000001,Evening,1,3.0,1.0,False
Kodagu,15.15,76.15,Morning,1,2.0,1.0,False
Kodagu,15.15,74.7,Night,1,2.0,1.0,False
Kodagu,15.100000000000001,77.55000000000001,Morning,1,3.0,1.0,False
Kodagu,15.100000000000001,76.85000000000001,Evening,1,3.0,1.0,False
Kodagu,15.3,77.95,Morning,1,2.0,1.0,False
Kodagu,14.350000000000001,76.5,Night,1,1.0,1.0,False
Kodagu,14.350000000000001,74.8,Morning,1,1.0,1.0,False
Kodagu,14.3,77.2,Morning,1,2.0,1.0,False
Kodagu,14.3,75.7,Night,1,3.0,1.0,False
Kodagu,14.3,75.35000000000001,Evening,1,2.0,1.0,False
Kodagu,14.25,77.10000000000001,Afternoon,1,2.0,1.0,False
Kodagu,14.200000000000001,74.5,Night,1,1.0,1.0,False
Kodagu,14.15,78.55000000000001,Morning,1,3.0,1.0,False
Kodagu,14.75,74.45,Afternoon,1,2.0,1.0,False
Kodagu,14.100000000000001,77.10000000000001,Evening,1,3.0,1.0,False
Kodagu,14.100000000000001,75.4,Morning,1,3.0,1.0,False
Kodagu,14.05,77.30000000000001,Morning,1,1.0,1.0,False
Kodagu,13.9,75.55,Morning,1,2.0,1.0,False
Kodagu,13.850000000000001,76.7,Morning,1,3.0,1.0,False
Kodagu,13.850000000000001,74.75,Morning,1,1.0,1.0,False
Kodagu,13.850000000000001,74.15,Night,1,1.0,1.0,False
Kodagu,13.8,77.9,Night,1,3.0,1.0,False
Kodagu,13.8,76.80000000000001,Morning,1,2.0,1.0,False
Kodagu,14.15,76.7,Afternoon,1,1.0,1.0,False
Kodagu,14.700000000000001,77.55000000000001,Afternoon,1,2.0,1.0,False
Kodagu,14.700000000000001,75.7,Evening,1,2.0,1.0,False
Kodagu,14.700000000000001,74.35000000000001,Morning,1,2.0,1.0,False
Kodagu,14.65,77.10000000000001,Afternoon,1,2.0,1.0,False
Kodagu,14.65,76.25,Afternoon,1,3.0,1.0,False
Kodagu,14.65,74.10000000000001,Night,1,2.0,1.0,False
Kodagu,14.600000000000001,75.55,Morning,1,2.0,1.0,False
Kodagu,14.600000000000001,74.45,Morning,1,3.0,1.0,False
Kodagu,14.55,77.85000000000001,Afternoon,1,2.0,1.0,False
Kodagu,14.350000000000001,77.7,Afternoon,1,3.0,1.0,False
Kodagu,14.55,76.85000000000001,Morning,1,1.0,1.0,False
Kodagu,14.55,74.10000000000001,Night,1,2.0,1.0,False
Kodagu,14.5,75.85000000000001,Night,1,1.0,1.0,False
Kodagu,14.5,75.35000000000001,Evening,1,3.0,1.0,False
Kodagu,14.5,75.15,Morning,1,2.0,1.0,False
Kodagu,14.450000000000001,74.7,Morning,1,3.0,1.0,False
Kodagu,14.450000000000001,74.15,Morning,1,2.0,1.0,False
Kodagu,14.4,77.95,Afternoon,1,2.0,1.0,False
Kodagu,14.4,75.95,Afternoon,1,3.0,1.0,False
Kodagu,14.55,77.75,Morning,1,2.0,1.0,False
Kodagu,16.85,74.8,Morning,1,2.0,1.0,False
Kodagu,16.85,74.7,Afternoon,1,2.0,1.0,False
Kodagu,16.8,77.4,Night,1,2.0,1.0,False
Kodagu,16.75,77.65,Night,1,3.0,1.0,False
Kodagu,16.75,76.10000000000001,Evening,1,3.0,1.0,False
Kodagu,16.75,75.85000000000001,Morning,1,1.0,1.0,False
Kodagu,16.75,74.5,Night,1,2.0,1.0,False
Kodagu,16.7,77.60000000000001,Night,1,2.0,1.0,False
Kodagu,15.5,77.65,Night,1,2.0,1.0,False
Kodagu,16.650000000000002,77.65,Evening,1,2.0,1.0,False
Kodagu,16.650000000000002,75.4,Afternoon,1,2.0,1.0,False
Kodagu,16.6,76.60000000000001,Evening,1,1.0,1.0,False
Kodagu,16.6,75.85000000000001,Morning,1,3.0,1.0,False
Kodagu,16.6,75.5,Afternoon,1,1.0,1.0,False
Kodagu,16.6,74.15,Morning,1,3.0,1.0,False
Kodagu,16.55,76.45,Morning,1,3.0,1.0,False
Kodagu,16.5,74.7,Night,1,3.0,1.0,False
Kodagu,16.45,75.9,Morning,1,2.0,1.0,False
Kodagu,16.7,77.2,Evening,1,2.0,1.0,False
Kodagu,17.25,75.0,Morning,1,2.0,1.0,False
Kodagu,17.2,78.10000000000001,Evening,1,2.0,1.0,False
Kodagu,17.2,76.3,Night,1,3.0,1.0,False
Kodagu,17.2,75.75,Morning,1,3.0,1.0,False
Mysore,13.65,77.75,Afternoon,1,3.0,1.0,False
Kodagu,17.1,76.75,Morning,1,2.0,1.0,False
Kodagu,17.1,75.7,Afternoon,1,1.0,1.0,False
Kodagu,17.05,77.7,Night,1,3.0,1.0,False
Kodagu,17.05,76.3,Afternoon,1,2.0,1.0,False
Kodagu,16.85,76.95,Afternoon,1,2.0,1.0,False
Kodagu,17.05,75.10000000000001,Morning,1,2.0,1.0,False
Kodagu,17.0,78.55000000000001,Afternoon,1,3.0,1.0,False
Kodagu,17.0,78.25,Night,1,1.0,1.0,False
Kodagu,17.0,77.35000000000001,Morning,1,3.0,1.0,False
Kodagu,16.95,78.4,Afternoon,1,2.0,1.0,False
Kodagu,16.900000000000002,78.10000000000001,Morning,1,1.0,1.0,False
Kodagu,16.900000000000002,76.7,Afternoon,1,2.0,1.0,False
Kodagu,16.900000000000002,76.60000000000001,Afternoon,1,2.0,1.0,False
Kodagu,16.900000000000002,76.15,Morning,1,2.0,1.0,False
Kodagu,17.05,75.7,Morning,1,1.0,1.0,False
Kodagu,16.0,76.60000000000001,Night,1,1.0,1.0,False
Kodagu,16.0,74.9,Morning,1,3.0,1.0,False
Kodagu,16.0,74.10000000000001,Night,1,2.0,1.0,False
Kodagu,15.9,78.25,Morning,1,2.0,1.0,False
Kodagu,15.9,76.5,Afternoon,1,3.0,1.0,False
Kodagu,15.850000000000001,77.25,Afternoon,1,2.0,1.0,False
Kodagu,15.8,78.2,Evening,1,2.0,1.0,False
Kodagu,15.8,78.05000000000001,Evening,1,2.0,1.0,False
Kodagu,16.45,74.60000000000001,Night,1,3.0,1.0,False
Kodagu,15.8,75.05,Evening,1,2.0,1.0,False
Kodagu,15.75,78.35000000000001,Morning,1,2.0,1.0,False
Kodagu,15.700000000000001,77.30000000000001,Morning,1,1.0,1.0,False
Kodagu,15.700000000000001,76.85000000000001,Afternoon,1,3.0,1.0,False
Kodagu,15.700000000000001,74.45,Night,1,3.0,1.0,False
Kodagu,15.65,77.65,Evening,1,3.0,1.0,False
Kodagu,15.65,77.45,Evening,1,2.0,1.0,False
Kodagu,15.65,74.2,Morning,1,3.0,1.0,False
Kodagu,15.600000000000001,77.60000000000001,Morning,1,2.0,1.0,False
Kodagu,15.8,76.3,Morning,1,3.0,1.0,False
Kodagu,16.400000000000002,76.4,Afternoon,1,3.0,1.0,False
Kodagu,16.35,78.35000000000001,Morning,1,3.0,1.0,False
Kodagu,16.35,78.25,Afternoon,1,3.0,1.0,False
Kodagu,16.3,77.05000000000001,Evening,1,3.0,1.0,False
Kodagu,16.3,76.35000000000001,Morning,1,2.0,1.0,False
Kodagu,16.3,75.10000000000001,Morning,1,2.0,1.0,False
Kodagu,16.3,74.25,Evening,1,1.0,1.0,False
Kodagu,16.25,76.10000000000001,Afternoon,1,2.0,1.0,False
Kodagu,16.150000000000002,78.55000000000001,Morning,1,3.0,1.0,False
Kodagu,16.0,77.5,Afternoon,1,1.0,1.0,False
Kodagu,16.150000000000002,77.45,Night,1,1.0,1.0,False
Kodagu,16.150000000000002,76.9,Night,1,2.0,1.0,False
Kodagu,16.150000000000002,75.95,Morning,1,2.0,1.0,False
Kodagu,16.150000000000002,75.8,Afternoon,1,2.0,1.0,False
Kodagu,16.150000000000002,75.25,Morning,1,3.0,1.0,False
Kodagu,16.150000000000002,74.55,Morning,1,3.0,1.0,False
Kodagu,16.1,78.30000000000001,Night,1,2.0,1.0,False
Kodagu,16.1,74.35000000000001,Night,1,2.0,1.0,False
Kodagu,16.05,76.80000000000001,Evening,1,2.0,1.0,False
Kodagu,16.150000000000002,77.55000000000001,Night,1,3.0,1.0,False
Mysore,17.900000000000002,75.8,Evening,1,3.0,1.0,False
Mysore,17.8,77.80000000000001,Evening,1,2.0,1.0,False
Mysore,17.8,77.30000000000001,Morning,1,3.0,1.0,False
Mysore,17.8,76.95,Afternoon,1,2.0,1.0,False
Mysore,17.75,78.15,Afternoon,1,1.0,1.0,False
Mysore,17.75,74.5,Night,1,3.0,1.0,False
Mysore,17.75,74.25,Night,1,2.0,1.0,False
Mysore,17.7,78.60000000000001,Afternoon,1,2.0,1.0,False
Mysore,13.75,74.25,Afternoon,1,3.0,1.0,False
Mysore,17.7,74.85000000000001,Afternoon,1,2.0,1.0,False
Mysore,17.650000000000002,77.05000000000001,Night,1,3.0,1.0,False
Mysore,17.650000000000002,75.60000000000001,Morning,1,3.0,1.0,False
Mysore,17.650000000000002,74.3,Morning,1,2.0,1.0,False
Mysore,17.6,78.10000000000001,Afternoon,1,3.0,1.0,False
Mysore,17.6,75.10000000000001,Night,1,1.0,1.0,False
Mysore,17.55,77.45,Evening,1,2.0,1.0,False
Mysore,17.55,74.4,Night,1,1.0,1.0,False
Mysore,17.55,74.35000000000001,Morning,1,2.0,1.0,False
Mysore,17.7,77.75,Afternoon,1,2.0,1.0,False
Mysore,18.25,75.5,Morning,1,3.0,1.0,False
Mysore,18.25,74.35000000000001,Afternoon,1,1.0,1.0,False
Mysore,18.2,75.3,Afternoon,1,2.0,1.0,False
Mysore,18.2,74.65,Afternoon,1,3.0,1.0,False
Mysore,18.2,74.5,Evening,1,2.0,1.0,False
Mysore,18.150000000000002,77.75,Night,1,1.0,1.0,False
Mysore,18.150000000000002,77.10000000000001,Morning,1,2.0,1.0,False
Mysore,18.150000000000002,76.65,Evening,1,3.0,1.0,False
Mysore,17.900000000000002,77.15,Night,1,2.0,1.0,False
Mysore,18.05,74.60000000000001,Afternoon,1,1.0,1.0,False
Mysore,18.0,76.0,Night,1,2.0,1.0,False
Mysore,18.0,75.55,Morning,1,2.0,1.0,False
Mysore,17.95,77.85000000000001,Morning,1,1.0,1.0,False
Mysore,17.95,76.75,Afternoon,1,2.0,1.0,False
Mysore,17.95,74.65,Afternoon,1,3.0,1.0,False
Mysore,17.900000000000002,78.15,Evening,1,3.0,1.0,False
Mysore,17.900000000000002,77.25,Night,1,2.0,1.0,False
Mysore,17.900000000000002,77.25,Morning,1,2.0,1.0,False
Mysore,18.05,77.25,Evening,1,2.0,1.0,False
Mysore,17.150000000000002,75.75,Evening,1,2.0,1.0,False
Mysore,17.1,78.25,Night,1,2.0,1.0,False
Mysore,17.1,75.15,Night,1,2.0,1.0,False
Mysore,17.1,74.35000000000001,Night,1,3.0,1.0,False
Mysore,17.05,74.05,Morning,1,2.0,1.0,False
Mysore,17.0,74.60000000000001,Afternoon,1,1.0,1.0,False
Mysore,17.0,74.0,Night,1,1.0,1.0,False
Mysore,16.95,77.5,Morning,1,3.0,1.0,False
Mysore,17.5,77.2,Evening,1,2.0,1.0,False
Mysore,16.95,75.0,Morning,1,2.0,1.0,False
Mysore,16.900000000000002,77.65,Afternoon,1,2.0,1.0,False
Mysore,16.900000000000002,75.60000000000001,Evening,1,2.0,1.0,False
Mysore,16.900000000000002,74.55,Morning,1,3.0,1.0,False
Mysore,16.85,77.55000000000001,Morning,1,2.0,1.0,False
Mysore,16.85,76.35000000000001,Night,1,3.0,1.0,False
Mysore,16.85,76.05,Evening,1,2.0,1.0,False
Mysore,16.8,76.85000000000001,Morning,1,1.0,1.0,False
Mysore,16.8,76.4,Afternoon,1,2.0,1.0,False
Mysore,16.95,76.05,Afternoon,1,3.0,1.0,False
Mysore,17.5,74.60000000000001,Night,1,2.0,1.0,False
Mysore,17.45,77.60000000000001,Night,1,3.0,1.0,False
Mysore,17.45,75.9,Night,1,2.0,1.0,False
Mysore,17.400000000000002,76.5,Night,1,1.0,1.0,False
Mysore,17.400000000000002,75.85000000000001,Afternoon,1,2.0,1.0,False
Mysore,17.400000000000002,74.8,Evening,1,2.0,1.0,False
Mysore,17.35,78.0,Afternoon,1,3.0,1.0,False
Mysore,17.35,77.4,Night,1,2.0,1.0,False
Mysore,17.35,74.95,Morning,1,2.0,1.0,False
Mysore,17.150000000000002,77.05000000000001,Night,1,2.0,1.0,False
Mysore,17.3,76.65,Morning,1,2.0,1.0,False
Mysore,17.3,76.15,Evening,1,2.0,1.0,False
Mysore,17.3,75.8,Afternoon,1,3.0,1.0,False
Mysore,17.3,75.05,Evening,1,2.0,1.0,False
Mysore,17.25,74.25,Night,1,3.0,1.0,False
Mysore,17.150000000000002,78.35000000000001,Evening,1,2.0,1.0,False
Mysore,17.150000000000002,78.15,Night,1,3.0,1.0,False
Mysore,17.150000000000002,78.10000000000001,Morning,1,2.0,1.0,False
Mysore,17.150000000000002,77.80000000000001,Night,1,2.0,1.0,False
Mysore,17.35,74.7,Morning,1,1.0,1.0,False
Raichur,12.5,74.15,Afternoon,1,3.0,1.0,False
Raichur,12.5,74.10000000000001,Evening,1,2.0,1.0,False
Raichur,12.450000000000001,76.4,Morning,1,3.0,1.0,False
Raichur,12.450000000000001,75.5,Morning,1,1.0,1.0,False
Raichur,12.450000000000001,75.05,Morning,1,2.0,1.0,False
Raichur,12.4,77.10000000000001,Afternoon,1,3.0,1.0,False
Raichur,12.4,75.05,Morning,1,2.0,1.0,False
Raichur,12.3,77.5,Afternoon,1,3.0,1.0,False
Mysore,18.25,76.15,Morning,1,2.0,1.0,False
Raichur,12.3,75.7,Night,1,2.0,1.0,False
Raichur,12.3,74.85000000000001,Morning,1,2.0,1.0,False
Raichur,12.3,74.35000000000001,Evening,1,2.0,1.0,False
Raichur,12.200000000000001,77.45,Morning,1,2.0,1.0,False
Raichur,12.200000000000001,77.05000000000001,Evening,1,1.0,1.0,False
Raichur,12.200000000000001,74.5,Afternoon,1,2.0,1.0,False
Raichur,12.15,78.45,Evening,1,2.0,1.0,False
Raichur,12.15,76.3,Evening,1,1.0,1.0,False
Raichur,12.15,75.85000000000001,Night,1,3.0,1.0,False
Raichur,12.3,76.5,Morning,1,3.0,1.0,False
Raichur,12.700000000000001,76.5,Afternoon,1,3.0,1.0,False
Raichur,12.700000000000001,75.60000000000001,Afternoon,1,2.0,1.0,False
Raichur,12.700000000000001,75.55,Evening,1,3.0,1.0,False
Raichur,12.700000000000001,75.3,Evening,1,1.0,1.0,False
Raichur,12.700000000000001,74.5,Afternoon,1,2.0,1.0,False
Raichur,12.700000000000001,74.3,Evening,1,1.0,1.0,False
Raichur,12.65,78.30000000000001,Night,1,3.0,1.0,False
Raichur,12.65,77.05000000000001,Afternoon,1,2.0,1.0,False
Raichur,12.65,75.5,Morning,1,2.0,1.0,False
Raichur,12.5,74.65,Evening,1,3.0,1.0,False
Raichur,12.600000000000001,78.5,Morning,1,2.0,1.0,False
Raichur,12.600000000000001,78.05000000000001,Evening,1,2.0,1.0,False
Raichur,12.600000000000001,77.10000000000001,Night,1,3.0,1.0,False
