DistrictName,GridLat,GridLon,TimeBucket,CaseCount,AvgGravity,DensityScore,IsHotspot
Dakshina Kannada,12.850000000000001,75.05,Night,3,1.6666666666666667,3.0,True
Tumkur,13.9,77.05000000000001,Morning,3,2.0,3.0,True
Chitradurga,14.15,76.5,Morning,3,3.0,3.0,True
Dakshina Kannada,12.9,75.10000000000001,Night,3,2.3333333333333335,3.0,True
Chitradurga,14.15,76.60000000000001,Night,3,2.0,3.0,True
Dakshina Kannada,12.950000000000001,75.15,Morning,3,2.6666666666666665,3.0,True
Dakshina Kannada,12.950000000000001,74.95,Morning,3,2.6666666666666665,3.0,True
Dakshina Kannada,12.950000000000001,74.95,Afternoon,3,3.0,3.0,True
Dakshina Kannada,13.0,75.15,Night,3,1.6666666666666667,3.0,True
Bangalore Urban,12.9,77.60000000000001,Night,6,2.1666666666666665,3.0,True
Dakshina Kannada,12.8,75.0,Evening,3,2.0,3.0,True
Dakshina Kannada,12.8,74.9,Afternoon,3,2.0,3.0,True
Dakshina Kannada,12.850000000000001,74.95,Morning,3,2.0,3.0,True
Bijapur,16.85,75.55,Night,3,2.3333333333333335,3.0,True
Bijapur,16.900000000000002,75.55,Morning,3,2.0,3.0,True
Dakshina Kannada,12.8,75.10000000000001,Night,3,2.0,3.0,True
Dakshina Kannada,12.8,74.85000000000001,Night,3,2.3333333333333335,3.0,True
Dakshina Kannada,12.850000000000001,74.9,Night,3,2.3333333333333335,3.0,True
Dakshina Kannada,12.850000000000001,74.8,Night,3,2.0,3.0,True
Dakshina Kannada,12.8,75.2,Morning,3,2.0,3.0,True
Dakshina Kannada,12.850000000000001,74.95,Evening,3,2.3333333333333335,3.0,True
Bangalore Urban,12.950000000000001,77.45,Morning,6,2.5,3.0,True
Dakshina Kannada,12.75,75.10000000000001,Afternoon,3,1.3333333333333333,3.0,True
Bangalore Urban,12.9,77.60000000000001,Morning,6,2.1666666666666665,3.0,True
Dharwad,15.4,75.2,Morning,3,2.0,3.0,True
Dharwad,15.350000000000001,75.10000000000001,Evening,3,3.0,3.0,True
Dharwad,15.350000000000001,75.15,Afternoon,3,2.0,3.0,True
Dharwad,15.350000000000001,75.15,Night,3,2.0,3.0,True
Dharwad,15.350000000000001,75.05,Morning,3,1.6666666666666667,3.0,True
Dharwad,15.350000000000001,75.05,Afternoon,3,2.6666666666666665,3.0,True
Dharwad,15.350000000000001,74.95,Night,3,2.3333333333333335,3.0,True
Dharwad,15.350000000000001,74.95,Morning,3,2.0,3.0,True
Bijapur,16.7,75.85000000000001,Morning,3,1.6666666666666667,3.0,True
Dharwad,15.350000000000001,75.05,Night,3,2.0,3.0,True
Dharwad,15.25,75.05,Night,3,2.0,3.0,True
Bangalore Urban,13.0,77.5,Night,6,1.8333333333333333,3.0,True
Dakshina Kannada,13.05,75.05,Evening,3,2.0,3.0,True
Bijapur,16.650000000000002,76.15,Afternoon,3,2.3333333333333335,3.0,True
Dharwad,15.25,75.25,Morning,3,3.0,3.0,True
Dharwad,15.25,75.15,Night,3,2.6666666666666665,3.0,True
Dakshina Kannada,13.0,74.9,Night,3,2.0,3.0,True
Dharwad,15.200000000000001,74.95,Night,3,2.3333333333333335,3.0,True
Dakshina Kannada,13.05,75.15,Morning,3,2.0,3.0,True
Dakshina Kannada,13.100000000000001,75.15,Morning,3,1.6666666666666667,3.0,True
Tumkur,14.0,76.75,Afternoon,3,1.6666666666666667,3.0,True
Dakshina Kannada,13.05,75.10000000000001,Afternoon,3,2.0,3.0,True
Gulbarga,17.2,77.0,Morning,3,2.0,3.0,True
Gulbarga,17.150000000000002,76.65,Evening,3,1.6666666666666667,3.0,True
Gulbarga,17.150000000000002,77.25,Evening,3,1.6666666666666667,3.0,True
Bellary,15.25,76.85000000000001,Morning,3,2.0,3.0,True
Gulbarga,16.95,77.2,Night,3,2.3333333333333335,3.0,True
Gulbarga,17.150000000000002,77.10000000000001,Afternoon,3,2.3333333333333335,3.0,True
Bellary,15.15,77.05000000000001,Evening,3,2.3333333333333335,3.0,True
Gulbarga,17.35,77.0,Night,3,2.0,3.0,True
Gulbarga,16.85,77.25,Night,3,1.6666666666666667,3.0,True
Gulbarga,16.85,76.7,Afternoon,3,2.3333333333333335,3.0,True
Hassan,12.850000000000001,76.0,Morning,3,1.6666666666666667,3.0,True
Hassan,12.850000000000001,76.35000000000001,Morning,3,2.3333333333333335,3.0,True
Bellary,15.100000000000001,76.80000000000001,Morning,3,2.0,3.0,True
Gulbarga,17.400000000000002,77.10000000000001,Morning,3,2.6666666666666665,3.0,True
Hassan,13.0,76.35000000000001,Night,3,2.0,3.0,True
Shimoga,13.950000000000001,75.55,Morning,3,2.3333333333333335,3.0,True
Hassan,13.05,75.95,Evening,3,1.6666666666666667,3.0,True
Hassan,12.9,76.3,Night,3,1.3333333333333333,3.0,True
Shimoga,14.25,75.45,Morning,3,2.3333333333333335,3.0,True
Shimoga,14.200000000000001,75.10000000000001,Morning,3,2.3333333333333335,3.0,True
Bellary,15.05,77.0,Evening,3,2.3333333333333335,3.0,True
Hassan,13.0,76.0,Afternoon,3,2.3333333333333335,3.0,True
Bellary,15.05,76.95,Night,3,2.6666666666666665,3.0,True
Bellary,14.950000000000001,77.0,Night,3,2.6666666666666665,3.0,True
Shimoga,13.950000000000001,75.4,Morning,3,1.6666666666666667,3.0,True
Bellary,15.100000000000001,76.9,Morning,3,2.6666666666666665,3.0,True
Bellary,14.950000000000001,76.85000000000001,Night,3,2.0,3.0,True
Hassan,13.05,76.35000000000001,Evening,3,2.0,3.0,True
Bellary,15.0,76.85000000000001,Evening,3,2.0,3.0,True
Hassan,13.100000000000001,76.2,Night,3,2.0,3.0,True
Bellary,14.9,76.80000000000001,Night,3,1.3333333333333333,3.0,True
Hassan,13.15,76.35000000000001,Afternoon,3,1.6666666666666667,3.0,True
Shimoga,13.75,75.0,Afternoon,3,2.0,3.0,True
Bellary,15.0,76.75,Morning,3,2.0,3.0,True
Bellary,15.200000000000001,76.95,Night,3,2.3333333333333335,3.0,True
Gulbarga,17.3,77.10000000000001,Morning,3,2.0,3.0,True
Hassan,12.8,76.25,Morning,3,2.0,3.0,True
Bellary,15.15,76.75,Evening,3,2.3333333333333335,3.0,True
Dharwad,15.600000000000001,75.0,Morning,3,1.3333333333333333,3.0,True
Dharwad,15.55,74.95,Evening,3,1.3333333333333333,3.0,True
Dharwad,15.450000000000001,75.2,Evening,3,1.3333333333333333,3.0,True
Dharwad,15.450000000000001,75.15,Morning,3,2.0,3.0,True
Bellary,14.850000000000001,76.75,Night,3,2.0,3.0,True
Bellary,14.850000000000001,76.80000000000001,Evening,3,2.3333333333333335,3.0,True
Bellary,14.9,76.95,Night,3,2.0,3.0,True
Bellary,14.9,77.05000000000001,Evening,3,2.0,3.0,True
Hassan,13.200000000000001,76.15,Morning,3,2.3333333333333335,3.0,True
Hassan,13.200000000000001,76.10000000000001,Night,3,2.3333333333333335,3.0,True
Hassan,13.25,76.25,Evening,3,2.0,3.0,True
Hassan,13.15,76.15,Evening,3,2.6666666666666665,3.0,True
Kodagu,12.100000000000001,75.75,Morning,3,2.6666666666666665,3.0,True
Kodagu,12.350000000000001,75.65,Morning,3,3.0,3.0,True
Kodagu,12.25,75.85000000000001,Evening,3,1.3333333333333333,3.0,True
Kodagu,12.4,75.95,Afternoon,3,2.3333333333333335,3.0,True
Kodagu,12.350000000000001,75.95,Evening,3,2.0,3.0,True
Kodagu,12.05,75.7,Night,3,1.6666666666666667,3.0,True
Bellary,14.850000000000001,76.95,Afternoon,3,2.3333333333333335,3.0,True
Shimoga,13.950000000000001,75.3,Afternoon,3,2.0,3.0,True
Belgaum,16.0,74.85000000000001,Afternoon,3,2.3333333333333335,3.0,True
Belgaum,16.0,74.85000000000001,Morning,3,2.3333333333333335,3.0,True
Belgaum,16.1,74.95,Night,3,2.0,3.0,True
Kodagu,12.5,75.75,Night,3,1.6666666666666667,3.0,True
Belgaum,16.1,74.45,Evening,3,2.3333333333333335,3.0,True
Belgaum,16.05,74.75,Night,3,2.0,3.0,True
Kodagu,12.5,75.7,Night,3,2.0,3.0,True
Belgaum,16.1,74.5,Morning,3,2.0,3.0,True
Belgaum,16.0,74.3,Evening,3,1.6666666666666667,3.0,True
Belgaum,16.0,74.65,Night,3,2.3333333333333335,3.0,True
Belgaum,16.05,74.60000000000001,Evening,3,2.3333333333333335,3.0,True
Raichur,16.2,76.65,Night,3,2.0,3.0,True
Mysore,12.0,76.75,Morning,3,2.0,3.0,True
Kodagu,12.05,75.7,Morning,3,2.6666666666666665,3.0,True
Kodagu,12.200000000000001,75.85000000000001,Evening,3,2.6666666666666665,3.0,True
Kodagu,12.15,75.75,Morning,3,2.3333333333333335,3.0,True
Mysore,11.950000000000001,76.7,Night,3,2.6666666666666665,3.0,True
Mysore,12.0,76.25,Night,3,1.6666666666666667,3.0,True
Mysore,12.0,76.3,Night,3,2.0,3.0,True
Mysore,12.100000000000001,76.3,Afternoon,3,2.0,3.0,True
Raichur,16.0,77.10000000000001,Morning,3,2.3333333333333335,3.0,True
Raichur,16.25,76.65,Afternoon,3,2.3333333333333335,3.0,True
Raichur,16.2,77.10000000000001,Night,3,2.0,3.0,True
Belgaum,15.850000000000001,74.7,Evening,3,2.0,3.0,True
Mysore,12.05,76.7,Night,3,2.0,3.0,True
Mysore,12.05,76.65,Night,3,2.6666666666666665,3.0,True
Mysore,12.05,76.55,Night,3,2.0,3.0,True
Mysore,12.05,76.55,Evening,3,2.3333333333333335,3.0,True
Mysore,12.15,76.5,Night,3,2.3333333333333335,3.0,True
Mysore,12.15,76.4,Afternoon,3,2.6666666666666665,3.0,True
Mysore,12.100000000000001,76.65,Afternoon,3,2.0,3.0,True
Mysore,12.05,76.75,Morning,3,2.3333333333333335,3.0,True
Mysore,12.100000000000001,76.60000000000001,Night,3,1.6666666666666667,3.0,True
Mysore,12.100000000000001,76.55,Morning,3,2.0,3.0,True
Mysore,12.100000000000001,76.35000000000001,Afternoon,3,2.3333333333333335,3.0,True
Mysore,12.100000000000001,76.45,Morning,3,2.3333333333333335,3.0,True
Raichur,15.950000000000001,76.7,Night,3,2.0,3.0,True
Raichur,16.150000000000002,76.55,Morning,3,1.0,3.0,True
Raichur,16.1,76.75,Morning,3,2.3333333333333335,3.0,True
Raichur,15.950000000000001,76.85000000000001,Morning,3,2.6666666666666665,3.0,True
Mysore,12.200000000000001,76.4,Night,3,1.6666666666666667,3.0,True
Mysore,12.3,76.25,Morning,3,2.3333333333333335,3.0,True
Mysore,12.25,76.65,Afternoon,3,2.3333333333333335,3.0,True
Mysore,12.25,76.75,Afternoon,3,2.0,3.0,True
Mysore,12.25,76.60000000000001,Night,3,2.3333333333333335,3.0,True
Chitradurga,14.05,76.60000000000001,Night,3,2.3333333333333335,3.0,True
Bijapur,17.0,76.25,Night,3,2.0,3.0,True
Udupi,13.700000000000001,74.7,Morning,6,2.1666666666666665,3.0,True
Bangalore Urban,13.05,77.60000000000001,Morning,5,2.0,2.5,True
Bangalore Urban,12.850000000000001,77.65,Night,5,2.0,2.5,True
Bangalore Urban,13.05,77.65,Afternoon,5,2.4,2.5,True
Bangalore Urban,12.850000000000001,77.55000000000001,Morning,5,2.4,2.5,True
Udupi,13.75,74.85000000000001,Evening,5,2.0,2.5,True
Udupi,13.350000000000001,74.8,Morning,5,1.6,2.5,True
Udupi,13.700000000000001,74.75,Night,5,2.4,2.5,True
Bangalore Urban,12.9,77.5,Night,5,2.0,2.5,True
Bijapur,17.05,76.2,Morning,2,2.5,2.0,True
Bijapur,17.05,76.3,Morning,2,2.5,2.0,True
Chitradurga,14.05,76.55,Morning,2,2.0,2.0,True
Udupi,13.4,74.85000000000001,Morning,4,1.75,2.0,True
Chitradurga,14.05,76.75,Afternoon,2,1.5,2.0,True
Chitradurga,14.05,76.65,Night,2,2.0,2.0,True
Chitradurga,14.05,76.65,Evening,2,1.0,2.0,True
Bangalore Urban,12.850000000000001,77.45,Night,4,2.5,2.0,True
Udupi,13.600000000000001,74.75,Afternoon,4,2.5,2.0,True
Udupi,13.55,74.8,Afternoon,4,2.0,2.0,True
Bangalore Urban,12.9,77.45,Evening,4,2.25,2.0,True
Chitradurga,13.950000000000001,76.4,Afternoon,2,2.5,2.0,True
Chitradurga,13.950000000000001,76.35000000000001,Morning,2,2.0,2.0,True
Chitradurga,13.950000000000001,76.3,Afternoon,2,2.0,2.0,True
Chitradurga,13.950000000000001,76.2,Evening,2,2.0,2.0,True
Chitradurga,14.450000000000001,76.3,Evening,2,2.5,2.0,True
Chitradurga,14.450000000000001,76.25,Morning,2,1.5,2.0,True
Chitradurga,14.450000000000001,76.2,Morning,2,2.0,2.0,True
Chitradurga,14.4,76.45,Night,2,3.0,2.0,True
Mysore,12.3,76.60000000000001,Evening,2,2.0,2.0,True
Mysore,12.3,76.35000000000001,Evening,2,2.0,2.0,True
Mysore,12.3,76.3,Night,2,2.5,2.0,True
Mysore,12.25,76.75,Night,2,2.5,2.0,True
Mysore,12.25,76.7,Night,2,2.5,2.0,True
Mysore,12.25,76.60000000000001,Morning,2,2.0,2.0,True
Belgaum,15.75,74.60000000000001,Evening,2,2.0,2.0,True
Raichur,16.0,76.75,Evening,2,1.5,2.0,True
Raichur,16.0,76.7,Morning,2,2.0,2.0,True
Raichur,16.0,76.55,Night,2,1.5,2.0,True
Raichur,15.950000000000001,77.4,Evening,2,2.0,2.0,True
Raichur,15.950000000000001,77.30000000000001,Evening,2,2.5,2.0,True
Raichur,15.950000000000001,77.2,Night,2,2.5,2.0,True
Chitradurga,14.100000000000001,76.7,Night,2,2.0,2.0,True
Chitradurga,14.100000000000001,76.7,Evening,2,2.0,2.0,True
Chitradurga,14.100000000000001,76.45,Afternoon,2,3.0,2.0,True
Raichur,16.1,76.95,Evening,2,3.0,2.0,True
Raichur,16.1,76.9,Night,2,3.0,2.0,True
Raichur,16.1,76.80000000000001,Evening,2,1.5,2.0,True
Mysore,12.200000000000001,76.65,Evening,2,2.5,2.0,True
Mysore,12.200000000000001,76.60000000000001,Night,2,2.0,2.0,True
Mysore,12.200000000000001,76.45,Afternoon,2,2.5,2.0,True
Belgaum,15.850000000000001,74.35000000000001,Afternoon,2,2.0,2.0,True
Belgaum,15.8,74.8,Morning,2,2.0,2.0,True
Belgaum,15.8,74.75,Night,2,2.0,2.0,True
Belgaum,15.8,74.75,Afternoon,2,2.5,2.0,True
Mysore,12.200000000000001,76.3,Morning,2,2.0,2.0,True
Belgaum,15.700000000000001,74.85000000000001,Morning,2,2.5,2.0,True
Raichur,15.9,77.05000000000001,Afternoon,2,2.5,2.0,True
Raichur,15.9,76.95,Evening,2,2.0,2.0,True
Raichur,15.9,76.65,Morning,2,2.5,2.0,True
Mysore,12.3,76.65,Morning,2,1.5,2.0,True
Mysore,12.25,76.45,Morning,2,3.0,2.0,True
Mysore,12.25,76.45,Evening,2,2.0,2.0,True
Mysore,12.25,76.35000000000001,Evening,2,2.0,2.0,True
Mysore,12.25,76.3,Night,2,1.5,2.0,True
Mysore,12.25,76.25,Night,2,2.0,2.0,True
Mysore,12.25,76.25,Morning,2,2.5,2.0,True
Mysore,12.200000000000001,76.65,Morning,2,2.5,2.0,True
Raichur,15.950000000000001,76.95,Afternoon,2,2.0,2.0,True
Raichur,15.950000000000001,76.9,Morning,2,2.0,2.0,True
Raichur,15.950000000000001,76.85000000000001,Evening,2,2.0,2.0,True
Raichur,15.950000000000001,76.65,Evening,2,2.0,2.0,True
Raichur,15.950000000000001,76.55,Morning,2,2.5,2.0,True
Belgaum,15.75,74.4,Night,2,2.5,2.0,True
Belgaum,15.75,74.3,Afternoon,2,2.0,2.0,True
Raichur,16.150000000000002,76.80000000000001,Morning,2,2.5,2.0,True
Raichur,16.1,77.2,Evening,2,2.0,2.0,True
Raichur,16.2,77.05000000000001,Night,2,2.0,2.0,True
Raichur,16.2,77.05000000000001,Afternoon,2,2.5,2.0,True
Raichur,16.2,76.9,Morning,2,2.5,2.0,True
Mysore,12.05,76.65,Evening,2,2.5,2.0,True
Mysore,12.05,76.55,Morning,2,2.5,2.0,True
Mysore,12.05,76.5,Night,2,2.5,2.0,True
Belgaum,15.9,74.9,Night,2,1.5,2.0,True
Mysore,12.200000000000001,76.25,Morning,2,2.5,2.0,True
Mysore,12.15,76.7,Morning,2,2.5,2.0,True
Mysore,12.15,76.65,Evening,2,2.5,2.0,True
Mysore,12.15,76.45,Morning,2,2.0,2.0,True
Mysore,12.15,76.3,Evening,2,1.0,2.0,True
Mysore,12.100000000000001,76.60000000000001,Morning,2,3.0,2.0,True
Mysore,12.100000000000001,76.55,Night,2,2.0,2.0,True
Mysore,12.100000000000001,76.4,Morning,2,2.0,2.0,True
Belgaum,15.850000000000001,74.9,Night,2,2.5,2.0,True
Mysore,11.950000000000001,76.75,Night,2,2.5,2.0,True
Belgaum,15.950000000000001,74.7,Night,2,2.5,2.0,True
Belgaum,15.950000000000001,74.7,Morning,2,2.5,2.0,True
Belgaum,15.850000000000001,74.60000000000001,Afternoon,2,1.5,2.0,True
Mysore,12.05,76.75,Evening,2,2.5,2.0,True
Mysore,12.05,76.75,Afternoon,2,1.5,2.0,True
Raichur,16.05,77.30000000000001,Night,2,2.0,2.0,True
Raichur,16.05,77.05000000000001,Night,2,1.5,2.0,True
Raichur,16.05,76.65,Afternoon,2,2.5,2.0,True
Raichur,16.0,77.35000000000001,Evening,2,2.0,2.0,True
Belgaum,15.700000000000001,74.75,Afternoon,2,2.5,2.0,True
Belgaum,15.700000000000001,74.45,Night,2,1.5,2.0,True
Belgaum,15.65,74.95,Night,2,2.5,2.0,True
Belgaum,15.65,74.9,Night,2,2.0,2.0,True
Raichur,16.25,76.60000000000001,Night,2,2.5,2.0,True
Raichur,16.2,77.30000000000001,Evening,2,2.5,2.0,True
Mysore,11.950000000000001,76.35000000000001,Morning,2,2.0,2.0,True
Mysore,11.950000000000001,76.3,Evening,2,2.0,2.0,True
Mysore,11.950000000000001,76.25,Night,2,2.0,2.0,True
Mysore,11.950000000000001,76.25,Morning,2,2.5,2.0,True
Mysore,11.950000000000001,76.25,Evening,2,2.5,2.0,True
Mysore,11.9,76.60000000000001,Afternoon,2,2.0,2.0,True
Mysore,11.9,76.4,Evening,2,2.0,2.0,True
Belgaum,15.9,74.85000000000001,Evening,2,2.5,2.0,True
Belgaum,15.9,74.55,Morning,2,2.0,2.0,True
Belgaum,15.9,74.55,Evening,2,2.5,2.0,True
Mysore,12.05,76.25,Evening,2,2.0,2.0,True
Mysore,12.0,76.75,Evening,2,2.0,2.0,True
Mysore,12.0,76.7,Evening,2,2.0,2.0,True
Mysore,12.0,76.45,Night,2,2.0,2.0,True
Mysore,12.0,76.35000000000001,Morning,2,1.5,2.0,True
Mysore,12.0,76.35000000000001,Afternoon,2,2.5,2.0,True
Raichur,16.35,76.80000000000001,Night,2,3.0,2.0,True
Kodagu,12.55,75.9,Night,2,2.0,2.0,True
Kodagu,12.55,75.8,Afternoon,2,2.5,2.0,True
Kodagu,12.55,75.7,Afternoon,2,2.5,2.0,True
Kodagu,12.55,75.65,Night,2,2.5,2.0,True
Kodagu,12.55,75.65,Morning,2,2.0,2.0,True
Belgaum,16.05,74.65,Afternoon,2,2.5,2.0,True
Belgaum,16.05,74.60000000000001,Morning,2,2.0,2.0,True
Belgaum,16.05,74.35000000000001,Night,2,1.5,2.0,True
Belgaum,15.950000000000001,74.65,Night,2,2.0,2.0,True
Belgaum,15.950000000000001,74.65,Afternoon,2,2.0,2.0,True
Belgaum,15.950000000000001,74.5,Night,2,2.0,2.0,True
Belgaum,15.950000000000001,74.5,Afternoon,2,2.0,2.0,True
Belgaum,15.950000000000001,74.45,Night,2,2.0,2.0,True
Mysore,11.950000000000001,76.65,Morning,2,2.0,2.0,True
Mysore,11.950000000000001,76.4,Night,2,1.0,2.0,True
Belgaum,16.0,74.35000000000001,Night,2,2.0,2.0,True
Kodagu,12.600000000000001,75.85000000000001,Evening,2,2.0,2.0,True
Raichur,16.2,76.7,Morning,2,2.0,2.0,True
Raichur,16.2,76.60000000000001,Night,2,2.5,2.0,True
Raichur,16.150000000000002,77.10000000000001,Night,2,2.5,2.0,True
Belgaum,15.65,74.55,Night,2,1.5,2.0,True
Belgaum,15.600000000000001,74.95,Morning,2,2.5,2.0,True
Belgaum,15.600000000000001,74.9,Night,2,2.0,2.0,True
Raichur,16.150000000000002,76.95,Evening,2,2.0,2.0,True
Raichur,16.150000000000002,76.85000000000001,Morning,2,2.5,2.0,True
Raichur,16.400000000000002,76.55,Evening,2,2.5,2.0,True
Raichur,16.35,77.35000000000001,Afternoon,2,2.5,2.0,True
Raichur,16.35,77.30000000000001,Night,2,2.0,2.0,True
Raichur,16.35,77.2,Evening,2,2.0,2.0,True
Raichur,16.35,77.0,Morning,2,2.5,2.0,True
Raichur,16.35,76.95,Night,2,1.5,2.0,True
Kodagu,12.4,75.75,Night,2,2.0,2.0,True
Kodagu,12.4,75.7,Morning,2,3.0,2.0,True
Belgaum,16.150000000000002,74.45,Afternoon,2,2.5,2.0,True
Belgaum,16.1,74.9,Night,2,2.5,2.0,True
Belgaum,16.1,74.75,Evening,2,2.0,2.0,True
Kodagu,12.5,75.95,Morning,2,2.0,2.0,True
Kodagu,12.5,75.95,Afternoon,2,1.0,2.0,True
Kodagu,12.5,75.9,Afternoon,2,3.0,2.0,True
Kodagu,12.5,75.85000000000001,Morning,2,2.0,2.0,True
Kodagu,12.5,75.8,Night,2,2.5,2.0,True
Kodagu,12.450000000000001,75.9,Night,2,2.0,2.0,True
Kodagu,12.450000000000001,75.9,Evening,2,2.5,2.0,True
Kodagu,12.450000000000001,75.85000000000001,Morning,2,1.5,2.0,True
Mysore,11.9,76.4,Afternoon,2,1.5,2.0,True
Belgaum,16.0,74.60000000000001,Night,2,2.5,2.0,True
Belgaum,16.0,74.5,Evening,2,2.0,2.0,True
Kodagu,12.3,75.8,Afternoon,2,2.5,2.0,True
Kodagu,12.3,75.7,Morning,2,2.0,2.0,True
Kodagu,12.3,75.65,Night,2,2.5,2.0,True
Kodagu,12.25,75.75,Morning,2,1.5,2.0,True
Belgaum,16.150000000000002,74.95,Morning,2,2.5,2.0,True
Belgaum,16.150000000000002,74.85000000000001,Morning,2,2.5,2.0,True
Belgaum,16.150000000000002,74.60000000000001,Morning,2,1.0,2.0,True
Belgaum,16.150000000000002,74.55,Morning,2,1.5,2.0,True
Kodagu,12.450000000000001,75.8,Morning,2,3.0,2.0,True
Kodagu,12.450000000000001,75.75,Night,2,2.0,2.0,True
Kodagu,12.450000000000001,75.65,Night,2,2.5,2.0,True
Kodagu,12.450000000000001,75.65,Afternoon,2,2.0,2.0,True
Kodagu,12.4,76.0,Morning,2,3.0,2.0,True
Kodagu,12.4,75.9,Evening,2,2.0,2.0,True
Kodagu,12.4,75.8,Night,2,2.5,2.0,True
Kodagu,12.4,75.8,Afternoon,2,2.5,2.0,True
Kodagu,12.200000000000001,75.95,Afternoon,2,2.5,2.0,True
Kodagu,12.200000000000001,75.85000000000001,Afternoon,2,2.5,2.0,True
Kodagu,12.200000000000001,75.75,Night,2,1.5,2.0,True
Kodagu,12.200000000000001,75.65,Evening,2,2.0,2.0,True
Kodagu,12.15,75.9,Morning,2,2.0,2.0,True
Kodagu,12.15,75.8,Morning,2,2.5,2.0,True
Kodagu,12.100000000000001,75.95,Afternoon,2,2.0,2.0,True
Bellary,14.8,76.9,Morning,2,2.5,2.0,True
Kodagu,12.100000000000001,75.85000000000001,Morning,2,2.0,2.0,True
Kodagu,12.100000000000001,75.85000000000001,Afternoon,2,2.5,2.0,True
Kodagu,12.350000000000001,75.9,Afternoon,2,1.5,2.0,True
Kodagu,12.350000000000001,75.85000000000001,Morning,2,2.0,2.0,True
Kodagu,12.350000000000001,75.65,Evening,2,1.5,2.0,True
Kodagu,12.3,75.9,Afternoon,2,2.5,2.0,True
Kodagu,12.3,75.85000000000001,Morning,2,2.0,2.0,True
Kodagu,12.3,75.8,Morning,2,2.5,2.0,True
Shimoga,13.950000000000001,75.2,Morning,2,2.0,2.0,True
Shimoga,13.9,75.4,Afternoon,2,2.5,2.0,True
Shimoga,13.9,75.2,Evening,2,2.5,2.0,True
Shimoga,13.850000000000001,75.3,Morning,2,2.0,2.0,True
Shimoga,13.850000000000001,75.3,Evening,2,2.0,2.0,True
Shimoga,13.850000000000001,75.3,Afternoon,2,2.5,2.0,True
Kodagu,12.05,75.8,Night,2,2.5,2.0,True
Kodagu,12.05,75.65,Night,2,2.5,2.0,True
Kodagu,12.05,75.65,Morning,2,2.0,2.0,True
Kodagu,12.05,75.65,Afternoon,2,1.0,2.0,True
Kodagu,12.0,75.95,Morning,2,2.0,2.0,True
Kodagu,12.0,75.9,Evening,2,2.0,2.0,True
Kodagu,12.0,75.85000000000001,Morning,2,2.0,2.0,True
